header,class,mechanism,group
Bla|CMY-43|FJ360626|1-1146|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|TEM-124|AY327540|1-858|858|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
ENA|yfmP|BAA20105|BAA20105.1BacillussubtilisYfmP:Location:1..423,Copper resistance,copper resistance regulator,yfmP
gi|597709739|emb|HG934764.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|cphA2_6_AHU60294|betalactams|Class_B_betalactamases|CPHA,betalactams,Class B betalactamases,CPHA
gi|171188393|gb|EU541448.1|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
Bla|KPC-14|JX524191|396-1271|876|betalactams|Class_A_betalactamases|KPC,betalactams,Class A betalactamases,KPC
ENA|ncrC|ADF64798|ADF64798.1Enterobactercloacaesubsp.cloacaeATCC13047nickel-resistantmembraneprotein-likeproteinNcrC,Nickel resistance,nickel ABC efflux pump,ncrC
Bla|OXA-68|AY750910|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|GQ343019|132-1023|ARO:3002999|CblA-1|betalactams|Class_A_betalactamases|CBLA,betalactams,Class A betalactamases,CBLA
Tet|tetM_13_AM990992|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM
1718|JN205800.1|JN205800|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|55824372|gb|AY790341.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
233|unknown_id|unknown_name|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULIII,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULIII
Bla|OXA-45|AM849110|2553-3347|795|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Tmt|EU780012.1|gene2|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
1521|AF174129.3|AF174129|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
CARD|phgb|AJ884726|539-1325|ARO:3002614|aadA14|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
gi|591389169|gb|KJ135345.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
937|M94066.1|SMAAACGIC|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
CARD|phgb|FJ624872|0-851|ARO:3002319|KPC-9|betalactams|Class_A_betalactamases|KPC,betalactams,Class A betalactamases,KPC
Phe|PexA|HM537013|14055-25302|1248|Phenicol|Phenicol_efflux_pumps|PEXA,Phenicol,Phenicol efflux pumps,PEXA
CARD|phgb|AB219524.1|1176-4338|ARO:3003699|mexQ|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXQ,Multi-drug resistance,Multi-drug efflux pumps,MEXQ
AGly|APH-Stph|HE579073|1778413-1779213|801|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
Mdr|NC_002951.3238285|Multi-drug_resistance|MDR_regulator|ARLS,Multi-drug resistance,MDR regulator,ARLS
Bla|TEM-59|AF062386|31-862|832|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|phgb|AY458224|706-1183|ARO:3002529|AAC3-Id|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
Bla|OXA-130|EU547445|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|AJ584701|10-562|ARO:3002590|AAC6-PRIME-Iih|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|TEM-106|AY101578|215-1075|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|CTX-M-23|AF488377|63-938|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
ENA|ebrA|BAA88575|BAA88575.1BacillussubtilisEbrA:Location:1..318,Biocide resistance,biocide efflux pump,ebrA
Sul|sul1_25_AY878717|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
Bla|TEM-108|AF506748|39-899|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|SHV-1_4_GQ407127|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|SHV-14|AF226622|55-915|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
CARD|phgb|AF015628|1306-1945|ARO:3002842|vatC|MLS|Streptogramin_A_O-acetyltransferase|VATC,MLS,Streptogramin A O-acetyltransferase,VATC
Bla|AJ920369.1|gene1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|343480067|gb|JF274244.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
576|M20305.1|RP43APHA|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
Bla|CTX-M-111|JF274243|1-876|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|KF986259.1|gene1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|AB219524.1|22-1180|ARO:3003698|mexP|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXP,Multi-drug resistance,Multi-drug efflux pumps,MEXP
gi|30984106|gb|AY288915.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Tet|tetS_3_X92946|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETS
725|AJ223604.1|AJ223604|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,Phenicol,Chloramphenicol acetyltransferases,CATB
Bla|OXA-117|GQ423625|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
ENA|adeH|CAJ77855|CAJ77855.2AcinetobacterbaumanniiPutativeRNDfamilydrugtransporter,Drug and biocide resistance,drug and biocide RND efflux pump,adeH
Sul|SulII|EU360945|1617-2432|816|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII
Flq|Qnr-AS|FM178379|1699484-1700140|657|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRC,Fluoroquinolones,Quinolone resistance protein Qnr,QNRC
Bla|blaL1_3_EF126059|betalactams|Class_B_betalactamases|L1,betalactams,Class B betalactamases,L1
gi|407731510|gb|JX440349.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|OXA-223|JN248564|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|SHV-1_14_HM751099|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Gly|VanX-Sc|AL939117|55404-56012|609|Glycopeptides|VanA-type_resistance_protein|VANXA,Glycopeptides,VanA-type resistance protein,VANXA
Bla|AY524276.3|gene1|betalactams|Class_C_betalactamases|SRT,betalactams,Class C betalactamases,SRT
gi|111054506|gb|DQ836922.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
CARD|phgb|GQ131574|70-916|ARO:3000861|rmtC|Aminoglycosides|16S_rRNA_methyltransferases|RMTC,Aminoglycosides,16S rRNA methyltransferases,RMTC
CARD|phgb|EU408355|24321-25482|ARO:3002492|LRA-18|betalactams|Class_B_betalactamases|LRA,betalactams,Class B betalactamases,LRA
gi|725539566|gb|KM433672.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Tet|JQ740052.1|gene2|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40
Bla|CMY-42|HM146927|1-1146|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
415|AF367983.2|AF367983|betalactams|Class_A_betalactamases|BLA1,betalactams,Class A betalactamases,BLA1
gi|6176547|gb|AF190695.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|315456453|emb|FN645444.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|CTX-M-46|AY847147|82-957|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|EU408350.1|gene12|betalactams|Class_B_betalactamases|LRA,betalactams,Class B betalactamases,LRA
ENA|cepA|BAB89353|BAB89353.1KlebsiellapneumoniaecationeffluxpumpA,Biguanide resistance,biguanide efflux pump,cepA
CARD|phgb|NC_002695|4903561-4904935|ARO:3000830|cpxA|Multi-drug_resistance|MDR_regulator|CPXA,Multi-drug resistance,MDR regulator,CPXA
CARD|phgb|AF079138|1282-2293|ARO:3001265|Erm30|MLS|23S_rRNA_methyltransferases|ERM,MLS,23S rRNA methyltransferases,ERM
CARD|phgb|U00096|3660413-3663527|ARO:3000796|mdtF|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTC,Multi-drug resistance,Multi-drug efflux pumps,MDTC
Bla|SHV-2_2_AF282921|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|57232517|gb|AY853593.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|IMP-28|HQ263342|1-741|741|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
ENA|czcC|ABF12841|ABF12841.2CupriavidusmetalliduransCH34CzcC|outermembraneprotein|threecomponentscationprotonantiportereffluxsysteminvolvedinCd(II)|Zn(II)|Co(II)resistance,Metal resistance,metal RND efflux pump,czcC
gi|21998650|emb|X54606.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|TEM-207_1_KC818234|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|phgb|AB498758|3738-5762|ARO:3003440|mecB|betalactams|Penicillin_binding_protein|MECB,betalactams,Penicillin binding protein,MECB
Bla|SHV-1_2_X98100|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
CARD|phgb|AB765395|0-1143|ARO:3002993|AQU-1|betalactams|Class_C_betalactamases|AQU,betalactams,Class C betalactamases,AQU
1004|KC199968.1|KC199968|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
Bla|KF460531.1|gene1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|ADC-25_1_EF016355|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
Mdr|AP009048.1|gene3616|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTL,Multi-drug resistance,Multi-drug efflux pumps,MDTL
Tet|TetG|AF133140|757-1932|1176|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETG,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETG
MLS|M74717.1|gene2|MLS|Macrolide_glycosyltransferases|MGT,MLS,Macrolide glycosyltransferases,MGT
ENA|merB|AAA98246|AAA98246.1Staphylococcusaureusorganomercuriallyase:Location:1..651,Mercury resistance,mercuric resistance protein,merB
AGly|NC_005024.2598370|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
CARD|phgb|HE999704|947296-947620|ARO:3000026|mepA|Multi-drug_resistance|Multi-drug_efflux_pumps|MEPA,Multi-drug resistance,Multi-drug efflux pumps,MEPA
AGly|Aph3-Ia|HQ840942|23569-24384|816|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
CARD|phgb|AF028811|0-462|ARO:3002875|dfrE|Trimethoprim|Dihydrofolate_reductase|DFRE,Trimethoprim,Dihydrofolate reductase,DFRE
Bla|OXA-108|EF650034|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
1114|EU670845.2|EU670845|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|591389167|gb|KJ135344.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|TEM-131|AY436361|132-992|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
ENA|merR|AAA98241|AAA98241.1Staphylococcusaureushypotheticalprotein:Location:1..408,Mercury resistance,mercuric resistance regulator,merR
gi|442540408|gb|JX514368.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|SME-1|Z28968|128-1012|885|betalactams|Class_A_betalactamases|SME,betalactams,Class A betalactamases,SME
Flq|QnrA6|DQ151889|1-657|657|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRA,Fluoroquinolones,Quinolone resistance protein Qnr,QNRA
Bla|IMP-14|AY553332|114-854|741|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
CARD|phgb|AP009048|3980025-3981183|ARO:3000795|mdtE|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTE,Multi-drug resistance,Multi-drug efflux pumps,MDTE
gi|734704269|gb|KM588353.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|401871166|gb|JX121121.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
MLS|ermB_2_K00551|MLS|23S_rRNA_methyltransferases|ERMB,MLS,23S rRNA methyltransferases,ERMB
Bla|SHV-53|AY590467|1-729|729|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
1396|AJ419170.1|AJ419170|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
CARD|phgb|JF802084|559-1591|ARO:3002912|vanN|Glycopeptides|VanN-type_resistance_protein|VANN,Glycopeptides,VanN-type resistance protein,VANN
Bla|OXA-215_1_JN861783|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|pvgb|CP001485|303730-304966|ARO:3001312|elfamycin|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Elfamycins,EF-Tu inhibition,TUFAB
Bla|CTX-M-37|AY649755|18-893|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
AGly|DQ677333.1|gene1|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
1358|AB636283.1|AB636283|betalactams|Class_B_betalactamases|SMB,betalactams,Class B betalactamases,SMB
518|AJ007350.1|AJ007350|betalactams|Class_A_betalactamases|ACI,betalactams,Class A betalactamases,ACI
Bla|IND-12|HM245380|28-759|732|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
gi|768677225|gb|KP128034.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|259120753|gb|FJ815436.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|CTX-M-97|HM776707|1-876|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
CARD|phgb|EF504260|1994-3155|ARO:3001818|ACC-4|betalactams|Class_C_betalactamases|ACC,betalactams,Class C betalactamases,ACC
gi|442540410|gb|JX514369.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
CARD|phgb|NC_002163|336915-337548|ARO:3000526|cmeR|Multi-drug_resistance|MDR_regulator|CMER,Multi-drug resistance,MDR regulator,CMER
CARD|phgb|M57437|0-1647|ARO:3002827|tlrC|MLS|ABC_transporter|TLRC,MLS,ABC transporter,TLRC
CARD|phgb|JX486113|0-795|ARO:3002668|rmtG|Aminoglycosides|16S_rRNA_methyltransferases|RMTG,Aminoglycosides,16S rRNA methyltransferases,RMTG
Bla|SHV-26|AF227204|74-934|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
CARD|phgb|U57969|1485-4617|ARO:3000801|mexD|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXD,Multi-drug resistance,Multi-drug efflux pumps,MEXD
gi|1524022|emb|X95401.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|CTX-M-62_1_EF219134|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
AGly|AphA6|JF949760|695-1474|771|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
1673|HQ634775.2|HQ634775|Phenicol|Phenicol_efflux_pumps|CML,Phenicol,Phenicol efflux pumps,CML
Bla|IMP-37|JX131372|97-843|747|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
CARD|phgb|AY044436|1435-2311|ARO:3001878|CTX-M-15|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|SHV-5_7_AY570962|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|TEM-90|AF351241|90-950|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Rif|Arr6|JF922883|1-453|453|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
ENA|dpr/dps|CAH55671|CAH55671.1StreptococcussuisDprprotein:Location:1..519,Metal and biocide resistance,metal and biocide resistance protein,dpr
AGly|Aph9-Ia|U94857|151-1146|996|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH9
ENA|bexA|BAB64566|BAB64566.1BacteroidesthetaiotaomicronBexA,Drug and biocide resistance,drug and biocide MATE efflux pump,bexA
gi|223635890|emb|AM941844.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|397133432|gb|JQ396379.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|M55426|465-1326|ARO:3002542|AAC3-VIIIa|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
AGly|AF355189.1|gene2|1|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3-PRIME
Bla|CMY-1|X92508|1-1149|1149|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|CMY-65|JN714479|1041-2186|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|SHV-94|EF373970|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|160948456|emb|AM176556.2|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Flq|QnrB61_1_AB734053|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
CARD|pvgb|NC_002516.2|3556426-3559198|ARO:3003684|Pseudomonas|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
gi|13562034|gb|AF351241.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|NC_009487.5167689|betalactams|Penicillin_binding_protein|MECA,betalactams,Penicillin binding protein,MECA
253|unknown_id|unknown_name|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,Tetracyclines,Tetracycline transcriptional repressor,TETR
gi|58701169|gb|AY750908.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|pvgb|CP003248|4246691-4249988|ARO:3003465|Mycobacterium|Rifampin|Rifampin-resistant_embB|embB|RequiresSNPConfirmation,Rifampin,Rifampin-resistant embB,embB
CARD|phgb|KP143090|1199-1619|ARO:3003209|FosA5|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,Fosfomycin,Fosfomycin thiol transferases,FOSA
MLS|msrA_2_AB013298|MLS|Macrolide_resistance_efflux_pumps|MSRA,MLS,Macrolide resistance efflux pumps,MSRA
Flq|CP004022.1|gene1837|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
15|AJ252200.1|AJ252200|Multi-drug_resistance|Multi-drug_efflux_pumps|HLYD,Multi-drug resistance,Multi-drug efflux pumps,HLYD
MLS|Erm42|FR734406|1-906|906|MLS|23S_rRNA_methyltransferases|ERM42,MLS,23S rRNA methyltransferases,ERM42
CARD|phgb|FJ768952|0-1488|ARO:3000237|tolC|Multi-drug_resistance|Multi-drug_efflux_pumps|TOLC,Multi-drug resistance,Multi-drug efflux pumps,TOLC
AGly|KJ363320.1|gene3|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
CARD|phgb|NC_002951|1987719-1989456|ARO:3000489|sav1866|Multi-drug_resistance|Multi-drug_efflux_pumps|SAV1866,Multi-drug resistance,Multi-drug efflux pumps,SAV1866
gi|13591814|gb|AF357597.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
CARD|phgb|JN790863|232-1108|ARO:3001981|CTX-M-122|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Tmt|dfrK_8_FN812951|Trimethoprim|Dihydrofolate_reductase|DFRK,Trimethoprim,Dihydrofolate reductase,DFRK
